order_id,order_date,customer_id,product_id,store_id,quantity,unit_price,discount,revenue,cost,profit,order_status
O000050,2023-07-25,C00550,P0099,S006,6,1016.9416622801062,0.0,6101.649973680637,802.5157654742326,1286.5553808352415,Cancelled
O000051,2022-02-26,C00112,P0097,S003,5,1686.8417237351211,0.0,8434.208618675606,849.7825340575203,4185.295948388005,Returned
O000052,2023-12-09,C00591,P0041,S005,1,1013.0401262343142,0.2,810.4321009874515,470.5059057667369,339.9261952207146,Completed
O000053,2023-06-06,C00737,P0104,S005,6,1574.2381870435063,0.0,9445.42912226104,720.6447031142851,5121.560903575329,Completed
O000054,2024-01-16,C00738,P0065,S006,3,1655.8633369650167,0.0,4967.59001089505,1039.0832069034636,1850.340390184659,Cancelled
O000055,2024-11-04,C00568,P0104,S006,2,1574.2381870435063,0.1,2833.628736678312,720.6447031142851,1392.3393304497415,Completed
O000056,2023-01-28,C00583,P0028,S002,7,1607.2491532161218,0.0,11250.744072512853,606.736710579563,7003.587098455912,Cancelled
O000057,2024-04-11,C00680,P0035,S002,4,1769.129510127903,0.1,6368.866236460451,859.3103436057877,2931.6248620373,Cancelled
O000058,2024-08-10,C00675,P0102,S006,2,1704.6157277532873,0.0,3409.2314555065745,337.8075004305419,2733.61645464549,Completed
O000059,2023-08-05,C00318,P0065,S002,8,1655.8633369650167,0.0,13246.906695720134,1039.0832069034636,4934.241040492425,Completed
O000060,2023-02-12,C00787,P0084,S004,4,1765.1678986565646,0.0,7060.671594626258,280.2814343278883,5939.545857314705,Completed
O000061,2024-07-21,C00152,P0102,S013,3,1704.6157277532873,0.1,4602.462464933876,337.8075004305419,3589.03996364225,Completed
O000063,2024-07-23,C00325,P0037,S005,2,1562.687851129848,0.0,3125.375702259696,445.0739738261109,2235.2277546074743,Returned
O000065,2024-07-10,C00245,P0070,S009,3,1688.8437954775063,0.0,5066.53138643252,959.5815292476168,2187.786798689669,Cancelled
O000066,2024-06-19,C00554,P0005,S003,5,1681.028619178414,0.1,7564.628786302863,532.2965115850056,4903.146228377835,Completed
O000067,2022-10-11,C00066,P0028,S006,9,1607.2491532161218,0.0,14465.242378945097,606.736710579563,9004.61198372903,Returned
O000068,2024-04-14,C00399,P0037,S002,3,1562.687851129848,0.1,4219.25719805059,445.0739738261109,2884.0352765722573,Completed
O000069,2025-03-25,C00430,P0035,S010,4,1769.129510127903,0.1,6368.866236460451,859.3103436057877,2931.6248620373,Completed
O000070,2024-09-26,C00685,P0104,S004,4,1574.2381870435063,0.1,5667.257473356623,720.6447031142851,2784.678660899483,Returned
O000071,2022-12-05,C00607,P0118,S005,3,741.3404414875589,0.2,1779.2170595701414,422.3806616016437,512.0750747652103,Completed
O000072,2022-06-21,C00267,P0093,S006,6,1713.5477437053562,0.0,10281.286462232138,740.6553492678091,5837.354366625283,Returned
O000073,2023-11-02,C00771,P0065,S004,7,1655.8633369650167,0.1,10431.939022879606,1039.0832069034636,3158.356574555361,Returned
O000075,2025-08-24,C00637,P0084,S008,2,1765.1678986565646,0.0,3530.335797313129,280.2814343278883,2969.7729286573526,Completed
O000076,2023-05-04,C00717,P0045,S002,8,1740.9281116643087,0.1,12534.682403983024,659.8815125907777,7255.630303256801,Cancelled
O000077,2024-01-26,C00111,P0045,S006,4,1740.9281116643087,0.1,6267.341201991511,659.8815125907777,3627.8151516284006,Completed
O000078,2023-10-01,C00078,P0028,S006,7,1607.2491532161218,0.0,11250.744072512853,606.736710579563,7003.587098455912,Completed
O000080,2023-12-13,C00013,P0094,S006,5,1607.356658406681,0.1,7233.104962830064,1176.36000126801,1351.304956490014,Returned
O000081,2024-09-30,C00157,P0094,S004,3,1607.356658406681,0.0,4822.069975220043,1176.36000126801,1292.989971416012,Returned
O000082,2022-12-27,C00477,P0084,S005,5,1765.1678986565646,0.1,7943.255543954541,280.2814343278883,6541.8483723151,Returned
O000083,2025-04-28,C00462,P0070,S003,2,1688.8437954775063,0.1,3039.918831859512,959.5815292476168,1120.7557733642784,Completed
O000084,2024-08-09,C00187,P0028,S004,5,1607.2491532161218,0.1,7232.621189472548,606.736710579563,4198.937636574734,Returned
O000085,2023-03-11,C00283,P0097,S005,6,1686.8417237351211,0.0,10121.050342410726,849.7825340575203,5022.3551380656045,Completed
O000086,2024-11-24,C00247,P0011,S004,1,601.9940003121958,0.0,601.9940003121958,245.85736154780787,356.13663876438795,Returned
O000087,2025-08-15,C00709,P0058,S003,1,1364.872493098496,0.4,818.9234958590977,1161.269673443449,342.34617758435127,Completed
O000089,2023-12-22,C00739,P0035,S002,6,1769.129510127903,0.0,10614.777060767416,859.3103436057877,5458.914999132691,Completed
O000090,2023-10-09,C00757,P0047,S023,6,1531.4392275203684,0.0,9188.63536512221,836.7729310839944,-4167.997778618244,Returned
O000091,2023-07-21,C00304,P0098,S003,6,951.7678026559408,0.2,4568.485452748516,472.0878166180368,1735.9585530402956,Completed
O000092,2024-01-10,C00047,P0035,S005,4,1769.129510127903,0.1,6368.866236460451,859.3103436057877,2931.6248620373,Completed
O000093,2025-02-07,C00013,P0093,S004,3,1713.5477437053562,0.0,5140.643231116069,740.6553492678091,2918.6771833126413,Cancelled
O000094,2024-08-19,C00490,P0065,S001,4,1655.8633369650167,0.1,5961.10801307406,1039.0832069034636,1804.7751854602056,Completed
O000096,2025-02-26,C00405,P0011,S004,2,601.9940003121958,0.0,1203.9880006243916,245.85736154780787,712.2732775287759,Completed
O000097,2024-12-06,C00313,P0037,S005,2,1562.687851129848,0.1,2812.8381320337267,445.0739738261109,1922.6901843815049,Completed
O000098,2025-06-02,C00677,P0013,S007,1,1542.7386513719466,0.0,1542.7386513719466,378.7947359883192,-1163.9439153836274,Completed
O000099,2022-11-18,C00462,P0047,S001,8,1531.4392275203684,0.1,11026.362438146652,836.7729310839944,4332.178989474697,Returned
O000100,2023-08-20,C00240,P0005,S023,3,1681.028619178414,0.1,4538.777271781718,532.2965115850056,-2941.887737026701,Cancelled
O000101,2025-07-04,C00664,P0102,S005,2,1704.6157277532873,0.0,3409.2314555065745,337.8075004305419,2733.61645464549,Completed
O000103,2025-12-04,C00083,P0097,S004,3,1686.8417237351211,0.1,4554.472654084827,849.7825340575203,2005.125051912266,Completed
O000105,2025-10-08,C00453,P0074,S002,1,840.6439277524148,0.0,840.6439277524148,1132.949455552712,-292.3055278002971,Cancelled
O000106,2023-01-07,C00419,P0056,S004,3,777.9955324561507,0.2,1867.189277894762,372.1286758100581,750.8032504645878,Cancelled
O000107,2023-10-20,C00411,P0110,S004,6,1479.047100451205,0.0,8874.28260270723,1604.269957407315,751.3371417366598,Completed
O000108,2024-07-20,C00002,P0097,S004,4,1686.8417237351211,0.0,6747.366894940485,849.7825340575203,3348.236758710404,Returned
O000109,2024-04-26,C00453,P0004,S004,4,1535.1623392347294,0.0,6140.649356938918,705.0742422594221,3320.352387901229,Completed
O000110,2023-02-21,C00030,P0093,S015,2,1713.5477437053562,0.0,3427.0954874107124,740.6553492678091,1167.4708733250563,Completed
O000111,2025-12-24,C00231,P0047,S004,4,1531.4392275203684,0.0,6125.7569100814735,836.7729310839944,2778.665185745496,Completed
O000112,2024-08-03,C00280,P0083,S016,1,629.4026259652002,0.4,377.6415755791201,633.1609610054468,-153.311631255796,Returned
O000113,2024-09-15,C00614,P0032,S002,1,1242.444430001839,0.0,1242.444430001839,974.1465399826972,-268.29789001914173,Completed
O000114,2022-05-23,C00003,P0104,S005,4,1574.2381870435063,0.1,5667.257473356623,720.6447031142851,2784.678660899483,Cancelled
O000115,2023-09-04,C00496,P0075,S016,2,1341.0668381550915,0.3,1877.493573417128,1170.5034971659554,-278.10805254886964,Cancelled
O000116,2023-11-12,C00715,P0047,S003,6,1531.4392275203684,0.0,9188.63536512221,836.7729310839944,4167.997778618244,Completed
O000117,2025-03-17,C00723,P0104,S006,3,1574.2381870435063,0.1,4250.443105017468,720.6447031142851,2088.508995674613,Returned
O000118,2024-03-01,C00038,P0102,S005,1,1704.6157277532873,0.1,1534.1541549779586,337.8075004305419,1196.3466545474166,Completed
O000119,2024-10-25,C00468,P0043,S015,1,1507.3773064389006,0.2,1205.9018451511206,1700.0790843425348,-296.5063435148485,Completed
O000120,2022-10-23,C00639,P0093,S003,4,1713.5477437053562,0.1,6168.771877339283,740.6553492678091,3206.150480268046,Returned
O000121,2025-08-23,C00642,P0065,S018,1,1655.8633369650167,0.1,1490.277003268515,1039.0832069034636,451.1937963650514,Returned
O000122,2025-01-13,C00233,P0053,S006,4,1748.2126740940705,0.1,6293.565626738653,275.94951834744853,5189.767553348859,Completed
O000123,2024-06-07,C00307,P0098,S001,1,951.7678026559408,0.0,951.7678026559408,472.0878166180368,-479.679986037904,Completed
O000124,2022-04-05,C00150,P0084,S003,5,1765.1678986565646,0.1,7943.255543954541,280.2814343278883,6541.8483723151,Completed
O000125,2024-12-23,C00392,P0103,S001,3,1705.2277151127846,0.0,5115.683145338354,639.0965854709226,3198.393388925586,Completed
O000127,2024-08-10,C00602,P0087,S001,2,1397.7195191066487,0.0,2795.4390382132974,887.4527151623848,1020.5336078885276,Cancelled
O000128,2025-08-01,C00495,P0089,S003,2,688.7173458519813,0.3,964.2042841927738,687.6450582214873,-411.0858322502007,Completed
O000129,2023-05-01,C00023,P0094,S006,7,1607.356658406681,0.1,10126.34694796209,1176.36000126801,1891.8269390860205,Returned
O000130,2023-07-17,C00294,P0084,S024,6,1765.1678986565646,0.1,9531.906652745449,280.2814343278883,7850.218046778119,Completed
O000132,2025-07-10,C00594,P0084,S004,2,1765.1678986565646,0.0,3530.335797313129,280.2814343278883,2969.7729286573526,Cancelled
O000134,2025-01-09,C00264,P0047,S003,1,1531.4392275203684,0.0,1531.4392275203684,836.7729310839944,694.666296436374,Returned
O000135,2023-08-28,C00232,P0044,S015,5,561.6229568935612,0.2,2246.491827574245,787.9209954270376,1015.8678897365658,Returned
O000136,2025-02-15,C00466,P0028,S005,4,1607.2491532161218,0.0,6428.996612864487,606.736710579563,4002.0497705462353,Cancelled
O000138,2022-02-21,C00664,P0047,S005,6,1531.4392275203684,0.0,9188.63536512221,836.7729310839944,4167.997778618244,Completed
O000140,2023-09-16,C00380,P0015,S005,5,1305.1486947472015,0.3,4568.020431615206,540.361454916419,1866.2131570331107,Returned
O000141,2025-04-17,C00631,P0020,S021,1,1139.573308471657,0.2,911.6586467773255,1011.9700999727892,-100.31145319546351,Returned
O000143,2025-11-05,C00126,P0094,S003,4,1607.356658406681,0.0,6429.426633626724,1176.36000126801,1723.9866285546832,Returned
O000144,2022-07-07,C00250,P0083,S001,6,629.4026259652002,0.2,3021.1326046329614,633.1609610054468,-777.8331613997193,Completed
O000145,2025-03-02,C00337,P0047,S002,3,1531.4392275203684,0.0,4594.317682561105,836.7729310839944,2083.998889309122,Completed
O000146,2025-05-05,C00113,P0093,S018,3,1713.5477437053562,0.1,4626.578908004462,740.6553492678091,2404.612860201035,Completed
O000147,2022-09-27,C00272,P0070,S001,5,1688.8437954775063,0.0,8444.218977387533,959.5815292476168,3646.311331149449,Completed
O000151,2022-06-15,C00649,P0093,S003,9,1713.5477437053562,0.0,15421.929693348206,740.6553492678091,8756.031549937923,Cancelled
O000153,2025-09-02,C00234,P0099,S002,1,1016.9416622801062,0.0,1016.9416622801062,802.5157654742326,214.4258968058737,Returned
O000155,2024-02-06,C00096,P0088,S003,5,1471.7520609863252,0.2,5887.008243945301,425.0280868746759,3761.867809571921,Returned
O000157,2025-10-04,C00739,P0094,S025,3,1607.356658406681,0.1,4339.862977698039,1176.36000126801,810.7829738940081,Completed
O000158,2023-08-13,C00159,P0094,S005,4,1607.356658406681,0.0,6429.426633626724,1176.36000126801,1723.9866285546832,Returned
O000159,2023-04-05,C00588,P0045,S012,1,1740.9281116643087,0.0,1740.9281116643087,659.8815125907777,1081.046599073531,Completed
O000160,2024-05-28,C00674,P0099,S020,1,1016.9416622801062,0.2,813.553329824085,802.5157654742326,11.03756434985246,Cancelled
O000161,2022-03-01,C00147,P0005,S012,2,1681.028619178414,0.0,3362.0572383568283,532.2965115850056,-2297.464215186817,Returned
O000162,2022-05-23,C00386,P0035,S005,5,1769.129510127903,0.0,8845.647550639515,859.3103436057877,4549.095832610576,Returned
O000163,2024-07-18,C00611,P0094,S003,2,1607.356658406681,0.0,3214.713316813362,1176.36000126801,861.9933142773416,Completed
O000164,2022-04-18,C00678,P0084,S003,3,1765.1678986565646,0.1,4765.953326372724,280.2814343278883,3925.10902338906,Returned
O000165,2024-09-21,C00354,P0104,S005,3,1574.2381870435063,0.0,4722.71456113052,720.6447031142851,2560.7804517876643,Returned
O000166,2022-08-16,C00226,P0013,S003,6,1542.7386513719466,0.0,9256.43190823168,378.7947359883192,6983.663492301765,Returned
O000167,2025-05-12,C00783,P0102,S002,1,1704.6157277532873,0.0,1704.6157277532873,337.8075004305419,1366.808227322745,Cancelled
O000169,2024-12-26,C00074,P0065,S006,1,1655.8633369650167,0.1,1490.277003268515,1039.0832069034636,451.1937963650514,Returned
O000170,2022-03-28,C00415,P0037,S011,6,1562.687851129848,0.0,9376.127106779088,445.0739738261109,6705.683263822422,Returned
O000171,2023-08-16,C00472,P0035,S006,6,1769.129510127903,0.0,10614.777060767416,859.3103436057877,5458.914999132691,Cancelled
O000172,2022-06-30,C00537,P0045,S005,5,1740.9281116643087,0.1,7834.176502489389,659.8815125907777,4534.768939535501,Completed
O000174,2024-12-22,C00242,P0094,S006,6,1607.356658406681,0.0,9644.139950440083,1176.36000126801,2585.979942832024,Completed
O000175,2022-10-27,C00182,P0103,S006,7,1705.2277151127846,0.0,11936.594005789491,639.0965854709226,7462.917907493033,Returned
O000176,2024-08-08,C00643,P0098,S006,1,951.7678026559408,0.4,571.0606815935644,472.0878166180368,98.9728649755276,Cancelled
O000177,2022-11-06,C00606,P0013,S003,6,1542.7386513719466,0.1,8330.788717408512,378.7947359883192,6058.020301478597,Completed
O000178,2023-12-22,C00378,P0005,S001,7,1681.028619178414,0.0,11767.2003342489,532.2965115850056,8041.124753153859,Cancelled
O000180,2024-07-10,C00064,P0074,S003,1,840.6439277524148,0.0,840.6439277524148,1132.949455552712,-292.3055278002971,Returned
O000181,2022-07-31,C00177,P0108,S006,3,1074.7239708422867,0.2,2579.3375300214884,606.3378556698561,760.3239630119201,Completed
O000182,2023-05-23,C00290,P0057,S005,1,836.9852538872615,0.3,585.889677721083,1195.8041437288753,-609.9144660077923,Returned
O000183,2024-04-17,C00097,P0087,S006,1,1397.7195191066487,0.4,838.6317114639892,887.4527151623848,48.82100369839566,Returned
O000185,2023-09-28,C00386,P0090,S002,2,889.9454819973394,0.2,1423.912771195743,649.8717660594112,-124.16923907692058,Cancelled
O000186,2022-09-19,C00434,P0107,S022,4,1251.186182051069,0.2,4003.7957825634207,1193.896572093022,-771.7905058086667,Cancelled
O000188,2022-06-08,C00540,P0045,S005,6,1740.9281116643087,0.0,10445.568669985852,659.8815125907777,6486.279594441186,Completed
O000189,2025-09-17,C00186,P0093,S002,4,1713.5477437053562,0.0,6854.190974821425,740.6553492678091,3891.569577750188,Completed
O000190,2024-06-15,C00626,P0094,S002,2,1607.356658406681,0.1,2893.241985132025,1176.36000126801,540.5219825960053,Cancelled
O000191,2024-07-08,C00377,P0070,S004,6,1688.8437954775063,0.0,10133.06277286504,959.5815292476168,4375.573597379339,Returned
O000192,2024-08-03,C00205,P0100,S005,1,1262.73840797684,0.0,1262.73840797684,829.1949468226716,433.5434611541683,Completed
O000193,2023-05-28,C00529,P0013,S018,4,1542.7386513719466,0.0,6170.9546054877865,378.7947359883192,4655.77566153451,Completed
O000194,2023-08-07,C00448,P0103,S005,9,1705.2277151127846,0.0,15347.049436015062,639.0965854709226,9595.180166776758,Completed
O000195,2023-03-31,C00515,P0114,S001,4,1207.5241121582396,0.0,4830.096448632959,699.0967628557487,-2033.709397209964,Cancelled
O000196,2023-04-28,C00102,P0053,S001,5,1748.2126740940705,0.1,7866.957033423316,275.94951834744853,6487.209441686073,Cancelled
O000198,2024-07-07,C00562,P0053,S002,3,1748.2126740940705,0.0,5244.638022282211,275.94951834744853,4416.789467239865,Returned
O000199,2022-08-16,C00071,P0031,S001,6,845.4060091307479,0.3,3550.705238349141,994.40369800571,-2415.71694968512,Returned
O000200,2022-05-09,C00528,P0013,S001,4,1542.7386513719466,0.0,6170.9546054877865,378.7947359883192,4655.77566153451,Completed
O000201,2022-10-22,C00427,P0035,S002,7,1769.129510127903,0.0,12383.90657089532,859.3103436057877,6368.734165654807,Completed
O000203,2025-07-25,C00519,P0094,S001,2,1607.356658406681,0.1,2893.241985132025,1176.36000126801,540.5219825960053,Completed
O000204,2023-12-08,C00361,P0045,S024,4,1740.9281116643087,0.1,6267.341201991511,659.8815125907777,-3627.8151516284006,Cancelled
O000205,2025-08-09,C00139,P0037,S016,1,1562.687851129848,0.0,1562.687851129848,445.0739738261109,-670.5683263822423,Completed
O000206,2024-07-26,C00324,P0102,S002,3,1704.6157277532873,0.0,5113.847183259862,337.8075004305419,4100.424681968236,Cancelled
O000207,2024-11-21,C00196,P0047,S001,3,1531.4392275203684,0.0,4594.317682561105,836.7729310839944,2083.998889309122,Cancelled
O000210,2024-11-29,C00617,P0053,S003,4,1748.2126740940705,0.1,6293.565626738653,275.94951834744853,5189.767553348859,Completed
O000211,2025-01-22,C00314,P0045,S006,2,1740.9281116643087,0.1,3133.670600995756,659.8815125907777,1813.9075758142003,Returned
O000213,2023-07-17,C00373,P0084,S006,3,1765.1678986565646,0.1,4765.953326372724,280.2814343278883,3925.10902338906,Completed
O000214,2022-03-05,C00798,P0037,S001,5,1562.687851129848,0.0,7813.43925564924,445.0739738261109,5588.069386518686,Cancelled
O000215,2024-01-12,C00380,P0084,S006,5,1765.1678986565646,0.1,7943.255543954541,280.2814343278883,6541.8483723151,Cancelled
O000216,2024-06-28,C00286,P0074,S003,1,840.6439277524148,0.0,840.6439277524148,1132.949455552712,292.3055278002971,Completed
O000217,2022-08-21,C00121,P0103,S004,5,1705.2277151127846,0.0,8526.138575563924,639.0965854709226,5330.655648209311,Cancelled
O000218,2023-06-18,C00503,P0028,S010,5,1607.2491532161218,0.0,8036.245766080609,606.736710579563,5002.562213182795,Completed
O000219,2022-09-09,C00090,P0053,S006,7,1748.2126740940705,0.1,11013.739846792643,275.94951834744853,9082.093218360504,Cancelled
O000220,2025-09-29,C00162,P0053,S003,3,1748.2126740940705,0.1,4720.17422005399,275.94951834744853,3892.325665011645,Completed
O000221,2024-01-11,C00405,P0045,S005,4,1740.9281116643087,0.0,6963.712446657235,659.8815125907777,4324.186396294124,Returned
O000222,2022-02-23,C00627,P0094,S005,5,1607.356658406681,0.0,8036.783292033405,1176.36000126801,2154.9832856933544,Completed
O000223,2022-05-15,C00076,P0013,S004,5,1542.7386513719466,0.0,7713.693256859733,378.7947359883192,5819.719576918137,Completed
O000224,2023-10-12,C00132,P0037,S005,4,1562.687851129848,0.1,5625.676264067453,445.0739738261109,3845.3803687630098,Completed
O000226,2025-12-23,C00202,P0004,S003,1,1535.1623392347294,0.1,1381.6461053112564,705.0742422594221,676.5718630518343,Cancelled
O000227,2022-09-14,C00607,P0047,S006,1,1531.4392275203684,0.0,1531.4392275203684,836.7729310839944,694.666296436374,Completed
O000228,2022-12-17,C00030,P0093,S011,5,1713.5477437053562,0.0,8567.738718526782,740.6553492678091,-4864.461972187736,Completed
O000229,2022-04-04,C00427,P0099,S006,5,1016.9416622801062,0.3,3559.295817980372,802.5157654742326,-453.28300939079145,Completed
O000230,2024-10-16,C00251,P0070,S003,1,1688.8437954775063,0.1,1519.959415929756,959.5815292476168,560.3778866821392,Returned
O000231,2023-09-02,C00476,P0084,S004,4,1765.1678986565646,0.1,6354.604435163633,280.2814343278883,5233.47869785208,Completed
O000232,2023-11-28,C00354,P0065,S011,6,1655.8633369650167,0.0,9935.1800217901,1039.0832069034636,3700.680780369318,Returned
O000233,2022-09-25,C00274,P0066,S003,3,851.9987905428776,0.3,1789.197460140043,533.0491023768529,190.0501530094841,Returned
O000234,2023-05-23,C00429,P0084,S004,3,1765.1678986565646,0.0,5295.503695969694,280.2814343278883,4454.659392986028,Completed
O000235,2022-11-24,C00511,P0120,S003,7,1151.031603374418,0.3,5640.054856534647,380.69183971697566,2975.211978515817,Returned
O000237,2022-04-10,C00482,P0013,S006,5,1542.7386513719466,0.0,7713.693256859733,378.7947359883192,5819.719576918137,Cancelled
O000238,2025-01-04,C00375,P0045,S003,2,1740.9281116643087,0.0,3481.856223328617,659.8815125907777,2162.093198147062,Returned
O000239,2024-01-20,C00567,P0084,S002,4,1765.1678986565646,0.1,6354.604435163633,280.2814343278883,5233.47869785208,Cancelled
O000240,2022-05-31,C00122,P0037,S009,3,1562.687851129848,0.0,4688.063553389544,445.0739738261109,3352.841631911211,Completed
O000241,2022-07-18,C00204,P0065,S003,4,1655.8633369650167,0.0,6623.453347860067,1039.0832069034636,2467.1205202462124,Returned
O000242,2024-10-21,C00532,P0084,S003,3,1765.1678986565646,0.1,4765.953326372724,280.2814343278883,3925.10902338906,Returned
O000245,2022-02-04,C00743,P0045,S019,4,1740.9281116643087,0.1,6267.341201991511,659.8815125907777,3627.8151516284006,Completed
O000246,2025-05-07,C00645,P0070,S019,4,1688.8437954775063,0.1,6079.837663719024,959.5815292476168,-2241.511546728557,Returned
O000247,2022-10-30,C00452,P0032,S006,1,1242.444430001839,0.2,993.9555440014713,974.1465399826972,-19.809004018773976,Cancelled
O000248,2024-05-07,C00754,P0102,S005,4,1704.6157277532873,0.1,6136.616619911834,337.8075004305419,4785.3866181896665,Completed
O000249,2025-12-16,C00539,P0102,S006,3,1704.6157277532873,0.1,4602.462464933876,337.8075004305419,3589.03996364225,Returned
O000251,2025-06-03,C00305,P0070,S003,4,1688.8437954775063,0.0,6755.375181910026,959.5815292476168,2917.049064919559,Cancelled
O000252,2025-12-14,C00321,P0013,S003,1,1542.7386513719466,0.0,1542.7386513719466,378.7947359883192,1163.9439153836274,Cancelled
O000253,2023-08-13,C00792,P0047,S004,7,1531.4392275203684,0.1,9648.06713337832,836.7729310839944,3790.65661579036,Completed
O000255,2023-03-15,C00279,P0047,S005,3,1531.4392275203684,0.0,4594.317682561105,836.7729310839944,2083.998889309122,Completed
O000256,2022-08-12,C00232,P0070,S006,7,1688.8437954775063,0.0,11821.906568342543,959.5815292476168,5104.835863609227,Completed
O000257,2022-04-18,C00790,P0065,S004,7,1655.8633369650167,0.0,11591.043358755118,1039.0832069034636,4317.460910430873,Completed
